x,y,R,I,V
-22500,-40500,1.0879440333333332,0.04999813366666666,0.054395164999999995
-18000,-40500,1.0877629,0.04999813366666666,0.05438611433333333
-13500,-40500,1.0889367,0.04999811766666666,0.054444784333333336
-9000,-40500,1.0895550666666667,0.049998128,0.05447571033333333
-4500,-40500,1.0880355333333334,0.04999813266666667,0.05439974633333333
0,-40500,1.0828046,0.049998128,0.05413820266666667
4500,-40500,1.0745019333333334,0.049998135666666665,0.05372308966666666
9000,-40500,1.0626404333333332,0.049998123,0.053130027333333336
13500,-40500,1.0468338333333334,0.04999814066666666,0.052339741
18000,-40500,1.0300494,0.04999813533333333,0.05150055
22500,-40500,1.0240062666666667,0.049998152000000004,0.05119841866666666
-27000,-36000,1.0691971666666666,0.049998133,0.053457866
-22500,-36000,1.0687655,0.04999813066666667,0.05343627833333333
-18000,-36000,1.0691097666666667,0.04999812033333333,0.053453481000000004
-13500,-36000,1.0690673666666666,0.04999813733333334,0.053451374999999995
-9000,-36000,1.0670233333333334,0.04999814266666667,0.053349185333333334
-4500,-36000,1.0637404333333333,0.049998131333333334,0.05318503633333334
0,-36000,1.0562506333333335,0.049998136666666665,0.052810561
4500,-36000,1.0460586333333333,0.04999814033333334,0.05230098933333334
9000,-36000,1.0324615333333333,0.04999813966666666,0.051621154333333336
13500,-36000,1.0149285000000001,0.049998135000000006,0.050744531
18000,-36000,0.9929428866666666,0.04999815533333333,0.04964531266666667
22500,-36000,0.9681628966666668,0.049998156,0.048406359
27000,-36000,0.94504118,0.049998153999999996,0.04725031333333333
-31500,-31500,1.0579400666666667,0.049998132,0.05289502833333334
-27000,-31500,1.0541798333333334,0.049998121,0.05270701133333333
-22500,-31500,1.0543883666666667,0.049998128,0.052717439666666664
-18000,-31500,1.0536473333333334,0.049998121,0.052680387999999995
-13500,-31500,1.0515841666666668,0.049998124000000005,0.05257723533333333
-9000,-31500,1.0485582666666666,0.049998134,0.052425955
-4500,-31500,1.0424047333333333,0.04999812033333333,0.052118277000000005
0,-31500,1.0334341,0.04999812866666666,0.05166977266666666
4500,-31500,1.0216333666666666,0.049998139000000004,0.05107976633333333
9000,-31500,1.0061982666666667,0.04999813766666667,0.050308038000000006
13500,-31500,0.9887468133333334,0.04999815033333333,0.04943551166666667
18000,-31500,0.9633805066666666,0.04999814566666667,0.048167238333333334
22500,-31500,0.9364251933333333,0.04999816033333333,0.046819537333333335
27000,-31500,0.9067356866666666,0.04999816333333333,0.045335118333333334
31500,-31500,0.8792851266666666,0.049998181333333336,0.043962657333333335
-36000,-27000,1.0427020333333334,0.049998137,0.05213315366666667
-31500,-27000,1.0419941,0.04999813766666667,0.052097763666666665
-27000,-27000,1.0410190666666665,0.049998120666666666,0.052048996666666666
-22500,-27000,1.0428261333333333,0.04999813933333333,0.05213936266666666
-18000,-27000,1.0387066333333332,0.04999812666666667,0.05193338566666667
-13500,-27000,1.0356947666666667,0.049998129333333335,0.051782800000000004
-9000,-27000,1.0311704666666666,0.04999812533333334,0.05155658766666667
-4500,-27000,1.0230796666666666,0.049998117,0.05115205733333333
0,-27000,1.0129034,0.04999812966666666,0.050643277333333334
4500,-27000,0.99867414,0.04999812866666666,0.04993183633333333
9000,-27000,0.9815846733333333,0.049998124000000005,0.04907739066666667
13500,-27000,0.9610017833333333,0.04999814933333333,0.048048309666666664
18000,-27000,0.93648183,0.049998147,0.046822355999999996
22500,-27000,0.9088715566666666,0.04999816433333334,0.04544190866666666
27000,-27000,0.8784610133333334,0.049998157333333335,0.043921431000000004
31500,-27000,0.8467297033333333,0.049998175666666665,0.042334941
36000,-27000,0.8207931199999999,0.04999817933333333,0.041038161000000004
-40500,-22500,1.0340259333333333,0.04999813,0.051699361000000006
-36000,-22500,1.0300001,0.04999812233333333,0.051498073
-31500,-22500,1.0298272666666668,0.049998128,0.051489433999999994
-27000,-22500,1.0291031333333334,0.04999812533333334,0.05145323
-22500,-22500,1.0275612,0.049998111,0.05137611633333334
-18000,-22500,1.0249513333333333,0.049998124666666664,0.051245649666666664
-13500,-22500,1.0207149666666666,0.049998121666666666,0.051033834666666666
-9000,-22500,1.0145596333333333,0.04999812133333333,0.05072607366666667
-4500,-22500,1.0052492333333334,0.049998142333333336,0.05026058966666667
0,-22500,0.9927470333333334,0.049998145333333334,0.04963551133333333
4500,-22500,0.9774728899999999,0.049998143,0.048871828666666665
9000,-22500,0.9593959666666667,0.049998134,0.04796800666666667
13500,-22500,0.9370757966666667,0.049998151666666664,0.046852058
18000,-22500,0.911933,0.049998156,0.045594969000000006
22500,-22500,0.8839715266666667,0.049998159,0.044196948
27000,-22500,0.85374776,0.049998158333333334,0.042685816333333335
31500,-22500,0.8218815,0.04999817533333333,0.04109257633333333
36000,-22500,0.7904012533333333,0.04999818966666667,0.039518631
40500,-22500,0.7865606666666667,0.04999820033333333,0.03932661766666667
-40500,-18000,1.0206529333333334,0.049998136666666665,0.05103074666666666
-36000,-18000,1.0214019333333333,0.049998126999999996,0.051068185333333335
-31500,-18000,1.0183817666666666,0.049998112666666664,0.05091716633333333
-27000,-18000,1.0171625333333334,0.04999812966666666,0.05085622733333333
-22500,-18000,1.0153635333333333,0.04999812833333333,0.05076627266666667
-18000,-18000,1.0114279333333334,0.049998119,0.050569493666666666
-13500,-18000,1.0063858666666667,0.049998135666666665,0.050317414
-9000,-18000,0.99849459,0.04999813,0.04992286133333333
-4500,-18000,0.9879107699999999,0.049998126999999996,0.04939368733333334
0,-18000,0.9745995433333333,0.04999813766666667,0.048728162
