ID,x,y,Au,Cu,Pd,Pt,Resistance
282,-27000.0,27000.0,0.20739999999999997,0.1424,0.1474,0.5028,1.0596588333333332
283,-22500.0,27000.0,0.18719999999999998,0.158,0.16920000000000002,0.48560000000000003,1.0532917
284,-18000.0,27000.0,0.1753,0.16390000000000002,0.1796,0.48119999999999996,1.0495300666666667
285,-13500.0,27000.0,0.16798320167983205,0.18588141185881413,0.18218178182181782,0.46395360463953605,1.0473529333333331
286,-9000.0,27000.0,0.15109999999999998,0.183,0.2104,0.45549999999999996,1.0467082666666667
287,-4500.0,27000.0,0.1405,0.2016,0.21780000000000002,0.4401,1.046140133333333
288,0.0,27000.0,0.13720000000000002,0.20929999999999999,0.23399999999999999,0.41950000000000004,1.0472995
289,4500.0,27000.0,0.1253,0.2299,0.2402,0.4046,1.0480813666666666
290,9000.0,27000.0,0.11410000000000001,0.2365,0.259,0.39039999999999997,1.0499722333333332
291,13500.0,27000.0,0.1043,0.2506,0.2813,0.3638,1.0523104666666667
292,18000.0,27000.0,0.0943,0.262,0.2858,0.3579,1.0544474666666668
293,22500.0,27000.0,0.09119999999999999,0.2761,0.3002,0.3325,1.0568774333333333
294,27000.0,27000.0,0.08560000000000001,0.28059999999999996,0.31989999999999996,0.3139,1.0613205666666667
295,31500.0,27000.0,0.0761,0.2868,0.33759999999999996,0.2995,1.0689989666666666
296,36000.0,27000.0,0.0678,0.3031,0.35450000000000004,0.2746,1.0851189666666667
297,-31500.0,31500.0,0.1928,0.14150000000000001,0.13570000000000002,0.53,1.0594983666666666
298,-27000.0,31500.0,0.18171817181718172,0.1607160716071607,0.1428142814281428,0.5147514751475147,1.0483726
299,-22500.0,31500.0,0.17631763176317633,0.1633163316331633,0.14741474147414743,0.512951295129513,1.0424080333333334
300,-18000.0,31500.0,0.1515151515151515,0.17421742174217422,0.1654165416541654,0.5088508850885088,1.0407030666666666
301,-13500.0,31500.0,0.14880000000000002,0.1788,0.1788,0.4936,1.0403949666666668
302,-9000.0,31500.0,0.15051505150515052,0.1926192619261926,0.17961796179617961,0.4772477247724772,1.0417887
303,-4500.0,31500.0,0.1348,0.1948,0.20629999999999998,0.46409999999999996,1.043533
304,0.0,31500.0,0.1272127212721272,0.2191219121912191,0.2155215521552155,0.4381438143814381,1.0458057333333337
305,4500.0,31500.0,0.1148,0.2289,0.2263,0.43,1.0491062666666666
306,9000.0,31500.0,0.10619999999999999,0.2444,0.2419,0.4075,1.0528810666666668
307,13500.0,31500.0,0.09849999999999999,0.2581,0.2564,0.387,1.0572185333333333
308,18000.0,31500.0,0.08970897089708971,0.2588258825882588,0.2767276727672767,0.3747374737473747,1.0608917666666666
309,22500.0,31500.0,0.0818918108189181,0.2790720927907209,0.28877112288771123,0.35026497350264973,1.0663432666666666
310,27000.0,31500.0,0.07339999999999999,0.2904,0.3023,0.33390000000000003,1.0729830666666669
311,31500.0,31500.0,0.07130713071307129,0.3044304430443044,0.3133313331333133,0.3109310931093109,1.098787966666667
312,-27000.0,36000.0,0.1704170417041704,0.14691469146914693,0.135013501350135,0.5476547654765477,1.0359242
313,-22500.0,36000.0,0.1559155915591559,0.15891589158915892,0.14291429142914291,0.5422542254225423,1.0317642666666669
314,-18000.0,36000.0,0.1487,0.1671,0.1641,0.5201,1.0310396
315,-13500.0,36000.0,0.1394,0.18309999999999998,0.1696,0.5079,1.0324193666666668
316,-9000.0,36000.0,0.1351135113511351,0.18941894189418942,0.17811781178117808,0.49734973497349727,1.0357045666666669
317,-4500.0,36000.0,0.12891289128912892,0.2053205320532053,0.1883188318831883,0.47744774477447743,1.040142033333333
318,0.0,36000.0,0.1174,0.2146,0.2072,0.4608,1.045587933333333
319,4500.0,36000.0,0.10638936106389363,0.23157684231576844,0.21477852214778526,0.44725527447255276,1.0497355333333334
320,9000.0,36000.0,0.0925,0.245,0.23199999999999998,0.4305,1.0560876666666668
321,13500.0,36000.0,0.0814,0.2622,0.24559999999999998,0.4108,1.0623163
322,18000.0,36000.0,0.0819,0.2701,0.25730000000000003,0.3907,1.0698072
323,22500.0,36000.0,0.0729,0.2896,0.2646,0.3729,1.0775562333333333
324,27000.0,36000.0,0.06820000000000001,0.30560000000000004,0.27820000000000006,0.34800000000000003,1.0943576333333334
325,-22500.0,40500.0,0.1381138113811381,0.1646164616461646,0.1344134413441344,0.5628562856285628,1.0250708000000002
326,-18000.0,40500.0,0.1348134813481348,0.16551655165516552,0.1523152315231523,0.5473547354735473,1.0209051333333334
327,-13500.0,40500.0,0.12390000000000001,0.18170000000000003,0.1561,0.5383,1.0238860333333333
328,-9000.0,40500.0,0.11218878112188783,0.20057994200579943,0.16748325167483252,0.5197480251974803,1.0290431333333332
329,-4500.0,40500.0,0.10890000000000001,0.2147,0.1748,0.5015999999999999,1.0354412666666666
330,0.0,40500.0,0.10439999999999999,0.2146,0.19329999999999997,0.4877,1.0427255
331,4500.0,40500.0,0.0999099909990999,0.23422342234223423,0.20302030203020302,0.46284628462846283,1.0503168
332,9000.0,40500.0,0.08689999999999999,0.2634,0.2052,0.4445,1.059609
333,13500.0,40500.0,0.08689131086891311,0.26607339266073393,0.21947805219478053,0.42755724427557246,1.0692109666666667
334,18000.0,40500.0,0.0767,0.2729,0.24109999999999998,0.4093,1.0808447
335,22500.0,40500.0,0.0709070907090709,0.2908290829082908,0.2446244624462446,0.3936393639363936,1.1047489
336,-13500.0,45000.0,0.1133,0.17670000000000002,0.1484,0.5616,1.0281124333333334
337,-9000.0,45000.0,0.1094,0.2002,0.1533,0.5371,1.0298866333333334
338,-4500.0,45000.0,0.1015,0.20980000000000001,0.16579999999999998,0.5229,1.0369343666666666
339,0.0,45000.0,0.09220922092209222,0.229022902290229,0.17501750175017503,0.5037503750375038,1.0456135
340,4500.0,45000.0,0.08650000000000001,0.23850000000000002,0.18280000000000002,0.49219999999999997,1.0559736666666668
341,9000.0,45000.0,0.0815,0.24359999999999998,0.19920000000000002,0.4757,1.0749539
342,13500.0,45000.0,0.0811081108110811,0.26772677267726774,0.20332033203320332,0.4478447844784479,1.0973577666666663
