ID,x,y,Au,Cu,Pd,Pt,Resistance
250,-4500.0,18000.0,0.1685,0.19640000000000002,0.24170000000000003,0.3934,1.0504886666666666
251,0.0,18000.0,0.1718,0.19699999999999998,0.254,0.3772,1.0477017666666666
252,4500.0,18000.0,0.1481,0.2108,0.2812,0.3599,1.0442397666666667
253,9000.0,18000.0,0.1353,0.2248,0.2948,0.34509999999999996,1.0427912
254,13500.0,18000.0,0.128,0.23670000000000002,0.3119,0.3234,1.0412702
255,18000.0,18000.0,0.11289999999999999,0.25329999999999997,0.3251,0.30870000000000003,1.0403180333333333
256,22500.0,18000.0,0.1104110411041104,0.24762476247624765,0.34723472347234724,0.29472947294729473,1.0384368
257,27000.0,18000.0,0.09939999999999999,0.26739999999999997,0.3577,0.2755,1.0389434333333334
258,31500.0,18000.0,0.0867,0.2809,0.3735,0.2589,1.0385290333333337
259,36000.0,18000.0,0.07999999999999999,0.28509999999999996,0.39479999999999993,0.24009999999999998,1.0381110666666666
260,40500.0,18000.0,0.07230723072307231,0.2994299429942995,0.40374037403740376,0.22452245224522452,1.044993133333333
261,-40500.0,22500.0,0.2638,0.1209,0.12269999999999999,0.4926,1.1190465
262,-36000.0,22500.0,0.24822482248224825,0.12111211121112112,0.1409140914091409,0.48974897489748975,1.0956056333333335
263,-31500.0,22500.0,0.2376,0.1318,0.1508,0.47979999999999995,1.0813296666666663
264,-27000.0,22500.0,0.21887811218878114,0.13988601139886012,0.15968403159684033,0.48155184481551844,1.0705833666666666
265,-22500.0,22500.0,0.21052105210521052,0.14461446144614462,0.1756175617561756,0.4692469246924692,1.0620081666666663
266,-18000.0,22500.0,0.1922807719228077,0.16778322167783222,0.1878812118788121,0.4520547945205479,1.0568946333333331
267,-13500.0,22500.0,0.18318168183181682,0.17098290170982902,0.20527947205279473,0.44055594440555945,1.0525128333333331
268,-9000.0,22500.0,0.16981698169816983,0.18121812181218125,0.22062206220622063,0.42834283428342834,1.0507513000000002
269,-4500.0,22500.0,0.1515,0.18960000000000002,0.24050000000000002,0.41840000000000005,1.0484969333333334
270,0.0,22500.0,0.14401440144014402,0.2045204520452045,0.24602460246024602,0.4054405440544054,1.0473842
271,4500.0,22500.0,0.1304,0.2289,0.2571,0.3836,1.0464772666666666
272,9000.0,22500.0,0.12240000000000001,0.2397,0.26280000000000003,0.3751,1.0455408
273,13500.0,22500.0,0.12038796120387961,0.24537546245375463,0.2877712228777123,0.34646535346465357,1.046301733333333
274,18000.0,22500.0,0.1094,0.2515,0.30879999999999996,0.33030000000000004,1.0469374
275,22500.0,22500.0,0.0973,0.2676,0.32020000000000004,0.31489999999999996,1.0471420333333332
276,27000.0,22500.0,0.0918091809180918,0.2652265226522652,0.3447344734473447,0.2982298229822982,1.0497810333333333
277,31500.0,22500.0,0.0843,0.2832,0.3554,0.2771,1.0527404
278,36000.0,22500.0,0.07550755075507551,0.29532953295329534,0.37213721372137215,0.25702570257025703,1.0573504666666669
279,40500.0,22500.0,0.0687,0.3062,0.38630000000000003,0.23879999999999998,1.0867597000000002
280,-36000.0,27000.0,0.2226222622262226,0.1225122512251225,0.1306130613061306,0.5242524252425242,1.0888445333333332
281,-31500.0,27000.0,0.2137213721372137,0.1362136213621362,0.1477147714771477,0.5023502350235023,1.0697421666666669
