ID,x,y,Au,Pd,Pt,Rh,Ru,Resistance
254,13500,18000,0.2743,0.308,0.192,0.1207,0.105,0.8582704333333333
255,18000,18000,0.29242924292429245,0.3181318131813181,0.18001800180018002,0.1043104310431043,0.10511051105110511,0.8546168233333333
256,22500,18000,0.29900000000000004,0.32480000000000003,0.16860000000000003,0.09880000000000003,0.10880000000000002,0.8508656866666667
257,27000,18000,0.3056,0.34509999999999996,0.1521,0.0889,0.10830000000000001,0.8455846966666667
258,31500,18000,0.3235,0.3552,0.1452,0.0803,0.0958,0.8422101266666666
259,36000,18000,0.3331,0.3626,0.13449999999999998,0.073,0.0968,0.8416728866666666
260,40500,18000,0.349,0.37929999999999997,0.1235,0.0629,0.08529999999999999,0.8467429633333333
261,-40500,22500,0.1199,0.1439,0.3286,0.2966,0.111,0.9066074333333332
262,-36000,22500,0.1291,0.163,0.32280000000000003,0.2713,0.11380000000000001,0.89546114
263,-31500,22500,0.13390000000000002,0.1809,0.3148,0.25739999999999996,0.113,0.8918733066666668
264,-27000,22500,0.1456145614561456,0.186018601860186,0.30283028302830284,0.2444244424442444,0.1211121112111211,0.8894936666666666
265,-22500,22500,0.1552,0.2082,0.30269999999999997,0.222,0.1119,0.8863161366666666
266,-18000,22500,0.1659,0.2271,0.2891,0.2061,0.1118,0.8806967666666666
267,-13500,22500,0.1825,0.2459,0.2811,0.1911,0.09939999999999999,0.8763937666666667
268,-9000,22500,0.1967803219678032,0.253974602539746,0.26977302269773024,0.1713828617138286,0.1080891910808919,0.8723559266666666
269,-4500,22500,0.2075207520752075,0.2644264426442644,0.2609260926092609,0.1559155915591559,0.11121112111211119,0.86746016
270,0,22500,0.2191,0.2854,0.2466,0.1461,0.10279999999999999,0.8622832233333334
271,4500,22500,0.23622362236223618,0.2942294229422942,0.23042304230423036,0.129012901290129,0.11011101110111009,0.85778792
272,9000,22500,0.24602460246024604,0.30813081308130813,0.21802180218021805,0.12411241124112413,0.1037103710371037,0.85352773
273,13500,22500,0.26732673267326734,0.3195319531953195,0.20872087208720874,0.10581058105810581,0.09860986098609861,0.8491552233333334
274,18000,22500,0.28040000000000004,0.33220000000000005,0.19370000000000004,0.10070000000000001,0.09300000000000003,0.8446648066666668
275,22500,22500,0.28887111288871115,0.34146585341465857,0.18218178182181782,0.09219078092190783,0.09529047095290472,0.84059065
276,27000,22500,0.2975297529752975,0.3512351235123512,0.16691669166916692,0.08710871087108711,0.09720972097209721,0.83534551
277,31500,22500,0.3086,0.3689,0.1576,0.0788,0.0861,0.8324069666666667
278,36000,22500,0.3243,0.37839999999999996,0.14579999999999999,0.06539999999999999,0.08609999999999998,0.83395193
279,40500,22500,0.3336,0.38799999999999996,0.13390000000000002,0.0576,0.08689999999999999,0.8537633933333333
280,-36000,27000,0.1192,0.1725,0.3508,0.25579999999999997,0.1017,0.8969924666666667
281,-31500,27000,0.13219999999999998,0.18549999999999997,0.33499999999999996,0.2428,0.10449999999999998,0.8896501833333333
282,-27000,27000,0.14588541145885411,0.200979902009799,0.32696730326967305,0.2224777522247775,0.1036896310368963,0.8860149066666666
283,-22500,27000,0.1514,0.21109999999999998,0.32049999999999995,0.2104,0.1066,0.88197202
284,-18000,27000,0.162983701629837,0.2265773422657734,0.312968703129687,0.1906809319068093,0.10678932106789318,0.8754847233333333
285,-13500,27000,0.1766,0.2438,0.2985,0.1766,0.1045,0.8707541433333332
286,-9000,27000,0.1868,0.2576,0.2858,0.16510000000000002,0.1047,0.8658901566666667
287,-4500,27000,0.20489999999999994,0.27009999999999995,0.2748,0.15039999999999998,0.09979999999999999,0.8598916333333333
288,0,27000,0.2157,0.284,0.2655,0.1358,0.099,0.8541142233333333
289,4500,27000,0.22867713228677133,0.30516948305169483,0.24977502249775022,0.12048795120487951,0.0958904109589041,0.8491600033333333
290,9000,27000,0.2401,0.3182,0.2359,0.1134,0.0924,0.84490761
291,13500,27000,0.2532253225322532,0.33843384338433846,0.22282228222822284,0.09580958095809582,0.08970897089708972,0.83962706
292,18000,27000,0.2606,0.3423,0.21110000000000004,0.09500000000000001,0.09100000000000001,0.8349204066666667
293,22500,27000,0.27132713271327136,0.35373537353735374,0.19661966196619662,0.08990899089908992,0.08840884088408842,0.82964801
294,27000,27000,0.2842,0.3712,0.1892,0.0684,0.087,0.8255234
295,31500,27000,0.2987,0.3768,0.1736,0.0705,0.08039999999999999,0.82544493
296,36000,27000,0.309,0.3961,0.1594,0.056799999999999996,0.0787,0.8339247933333334
297,-31500,31500,0.13230000000000003,0.18930000000000002,0.36600000000000005,0.21890000000000004,0.09350000000000001,0.8920767966666666
298,-27000,31500,0.1375862413758624,0.20587941205879412,0.3595640435956404,0.20207979202079793,0.0948905109489051,0.8826773666666666
299,-22500,31500,0.1466,0.22329999999999997,0.34340000000000004,0.1911,0.0956,0.8777617200000001
300,-18000,31500,0.14998500149985003,0.24377562243775625,0.33036696330366966,0.17948205179482052,0.09639036096390362,0.87044579
301,-13500,31500,0.1679,0.25420000000000004,0.3215,0.15960000000000002,0.0968,0.8650892066666667
302,-9000,31500,0.1787,0.27399999999999997,0.30579999999999996,0.1525,0.08900000000000001,0.8590849566666667
303,-4500,31500,0.18600000000000003,0.2844,0.2969,0.141,0.0917,0.85260598
304,0,31500,0.2026,0.3068,0.2773,0.12279999999999999,0.09050000000000001,0.8460038733333334
305,4500,31500,0.21322132213221323,0.3181318131813181,0.25802580258025803,0.11951195119511951,0.09110911091109111,0.8405315600000001
306,9000,31500,0.2226777322267773,0.33126687331266874,0.25137486251374863,0.1108889111088891,0.0837916208379162,0.8353888233333334
307,13500,31500,0.2372,0.3489,0.24050000000000002,0.0946,0.0788,0.82978621
308,18000,31500,0.25449999999999995,0.3595,0.21939999999999998,0.08509999999999998,0.08149999999999999,0.82359583
309,22500,31500,0.2601260126012601,0.3736373637363736,0.2139213921392139,0.0729072907290729,0.07940794079407941,0.8191265600000001
310,27000,31500,0.273,0.3873,0.19469999999999998,0.0701,0.07490000000000001,0.81499383
311,31500,31500,0.28272827282728275,0.38943894389438943,0.18731873187318734,0.06160616061606161,0.07890789078907891,0.8241205733333333
312,-27000,36000,0.1309,0.21359999999999996,0.3772999999999999,0.19179999999999997,0.08639999999999999,0.8802941566666667
313,-22500,36000,0.1426,0.23100000000000004,0.35900000000000004,0.1799,0.08750000000000001,0.8716951266666667
314,-18000,36000,0.1492850714928507,0.2410758924107589,0.3553644635536446,0.1694830516948305,0.0847915208479152,0.8640055266666666
315,-13500,36000,0.1577842215778422,0.2646735326467353,0.3413658634136586,0.1516848315168483,0.0844915508449155,0.85853204
316,-9000,36000,0.16519999999999999,0.2748,0.3274,0.14300000000000002,0.08960000000000001,0.8517215133333333
317,-4500,36000,0.17461746174617462,0.29162916291629165,0.31413141314131415,0.13321332133213323,0.08640864086408642,0.8436435966666667
318,0,36000,0.1917808219178082,0.3128687131286871,0.29687031296870314,0.121987801219878,0.07649235076492351,0.8371030266666667
319,4500,36000,0.2,0.33640000000000003,0.275,0.1057,0.08289999999999999,0.8308343466666667
320,9000,36000,0.21412141214121413,0.3427342734273428,0.26222622262226225,0.1004100410041004,0.08050805080508051,0.8253974033333333
321,13500,36000,0.2205,0.35719999999999996,0.2539,0.0911,0.07730000000000001,0.8184161033333334
322,18000,36000,0.23100000000000004,0.36410000000000003,0.24230000000000004,0.081,0.08160000000000002,0.8132395733333334
323,22500,36000,0.24087591240875914,0.38146185381461856,0.22377762223777622,0.07569243075692432,0.07819218078192182,0.8092387233333334
324,27000,36000,0.2548,0.3973,0.2094,0.0653,0.0732,0.8111598499999999
325,-22500,40500,0.12990000000000002,0.2368,0.3846,0.16579999999999998,0.08289999999999999,0.8691074000000001
326,-18000,40500,0.14029999999999998,0.2504,0.37479999999999997,0.1501,0.08439999999999999,0.8587511566666667
327,-13500,40500,0.1416,0.2764,0.35950000000000004,0.1424,0.0801,0.8515427633333333
328,-9000,40500,0.1619,0.29239999999999994,0.3465999999999999,0.1271,0.072,0.8434390066666667
329,-4500,40500,0.16539999999999996,0.30219999999999997,0.3254999999999999,0.12899999999999998,0.07789999999999998,0.83479623
330,0,40500,0.17998200179982005,0.32606739326067397,0.31216878312168783,0.10608939106089392,0.07569243075692432,0.82820111
331,4500,40500,0.18750000000000003,0.33940000000000003,0.2997,0.10350000000000001,0.06990000000000002,0.8217118533333333
332,9000,40500,0.1995199519951995,0.354035403540354,0.2818281828182818,0.09390939093909391,0.0707070707070707,0.81474465
333,13500,40500,0.21037896210378962,0.36536346365363465,0.26577342265773424,0.08659134086591341,0.07189281071892811,0.8087736766666667
334,18000,40500,0.22162216221622164,0.3781378137813782,0.25722572257225723,0.07410741074107412,0.06890689068906891,0.8053404066666666
335,22500,40500,0.2343,0.3951,0.2343,0.0692,0.06709999999999999,0.8096384933333333
336,-13500,45000,0.1386861313868613,0.28257174282571745,0.3659634036596341,0.13958604139586042,0.07319268073192682,0.8504224633333333
337,-9000,45000,0.15670000000000003,0.29240000000000005,0.3657000000000001,0.11550000000000002,0.06970000000000001,0.8392844333333334
338,-4500,45000,0.1557,0.3177,0.3475,0.1067,0.0724,0.8284946766666667
339,0,45000,0.16701670167016702,0.3296329632963297,0.32223222322232226,0.11091109110911092,0.0702070207020702,0.82097486
340,4500,45000,0.1721,0.3506,0.30519999999999997,0.10550000000000001,0.0666,0.8147067633333334
341,9000,45000,0.18751875187518752,0.36893689368936894,0.29362936293629366,0.08690869086908691,0.063006300630063,0.80958373
342,13500,45000,0.19888011198880112,0.3705629437056294,0.2803719628037196,0.08389161083891611,0.0662933706629337,0.8123341366666667
