ID,x,y,Au,Pd,Pt,Rh,Ru,Resistance
223,-36000,13500,0.14029999999999998,0.1536,0.27390000000000003,0.309,0.1232,0.89698121
224,-31500,13500,0.14458554144585545,0.16388361163883614,0.27307269273072693,0.29317068293170684,0.1252874712528747,0.8959484666666667
225,-27000,13500,0.1557,0.1703,0.27690000000000003,0.2705,0.1266,0.8941140066666667
226,-22500,13500,0.1698830116988301,0.1864813518648135,0.25977402259774024,0.2572742725727427,0.1265873412658734,0.8905320333333333
227,-18000,13500,0.18989999999999999,0.19699999999999998,0.2493,0.2316,0.1322,0.8881352466666667
228,-13500,13500,0.19640000000000002,0.21359999999999998,0.2418,0.2152,0.133,0.88605162
229,-9000,13500,0.20287971202879712,0.22677732226777325,0.23357664233576644,0.20717928207179284,0.12958704129587043,0.8828207733333334
230,-4500,13500,0.22690000000000002,0.2371,0.2214,0.18359999999999999,0.131,0.8810168466666667
231,0,13500,0.24190000000000006,0.26110000000000005,0.20280000000000004,0.169,0.1252,0.8775068066666666
232,4500,13500,0.2522,0.27219999999999994,0.19709999999999997,0.1551,0.12339999999999998,0.8739787033333334
233,9000,13500,0.2783,0.2735,0.1905,0.136,0.1217,0.8718025399999999
234,13500,13500,0.28559999999999997,0.2962,0.1771,0.12279999999999999,0.1183,0.8684826266666666
235,18000,13500,0.3017,0.303,0.1661,0.11230000000000001,0.11689999999999999,0.86533159
236,22500,13500,0.31113111311131114,0.30963096309630966,0.15791579157915792,0.10601060106010601,0.11531153115311531,0.86162496
237,27000,13500,0.321,0.3306,0.1394,0.0956,0.1134,0.85649607
238,31500,13500,0.3328,0.34509999999999996,0.1261,0.0892,0.10679999999999999,0.85211462
239,36000,13500,0.3515,0.35359999999999997,0.1231,0.07139999999999999,0.10039999999999999,0.85192438
240,40500,13500,0.3569356935693569,0.359035903590359,0.1094109410941094,0.0729072907290729,0.1017101710171017,0.8531019566666667
241,45000,13500,0.364036403640364,0.37273727372737275,0.0979097909790979,0.0689068906890689,0.0964096409640964,0.9069981066666668
242,-40500,18000,0.125,0.1446,0.3068,0.3079,0.1157,0.9042131733333334
243,-36000,18000,0.12988701129887012,0.17088291170882913,0.2937706229377062,0.28947105289471053,0.11598840115988401,0.8968450166666667
244,-31500,18000,0.14300000000000002,0.17400000000000002,0.2896,0.27320000000000005,0.12020000000000002,0.8947559500000001
245,-27000,18000,0.15380000000000002,0.1802,0.2892,0.2556,0.12119999999999999,0.8924888366666667
246,-22500,18000,0.16588341165883413,0.2014798520147985,0.27827217278272176,0.23137686231376864,0.12298770122987703,0.88909076
247,-18000,18000,0.1765823417658234,0.21527847215278473,0.2716728327167283,0.22037796220377961,0.1160883911608839,0.8854695366666667
248,-13500,18000,0.18638136186381363,0.2274772522747725,0.26507349265073493,0.1985801419858014,0.12248775122487751,0.88143363
249,-9000,18000,0.20782078207820784,0.24232423242324233,0.24382438243824384,0.18751875187518752,0.11851185118511852,0.8782078333333333
250,-4500,18000,0.22030000000000002,0.256,0.2391,0.1666,0.11800000000000001,0.8743784533333333
251,0,18000,0.2336,0.2664,0.2288,0.152,0.1192,0.8702315533333334
252,4500,18000,0.2441,0.2804,0.2141,0.1477,0.1137,0.8661936433333334
253,9000,18000,0.2589,0.29540000000000005,0.20390000000000003,0.1332,0.10860000000000002,0.8626737566666667
