ID,x,y,Ag,Au,Pd,Pt,Resistance
285,-13500,27000,0.3321332133213321,0.1722172217221722,0.1214121412141214,0.37423742374237423,0.872950153
286,-9000,27000,0.3102,0.1594,0.1448,0.3856,0.90407891
287,-4500,27000,0.2861,0.1572,0.1637,0.39299999999999996,0.9306859
288,0,27000,0.2837,0.1433,0.17629999999999998,0.3967,0.954473117
289,4500,27000,0.2621,0.1448,0.2028,0.39030000000000004,0.975636127
290,9000,27000,0.24109999999999998,0.1315,0.23010000000000003,0.3973,0.991931973
291,13500,27000,0.22579999999999997,0.1242,0.2545,0.39549999999999996,1.004691
292,18000,27000,0.2039,0.1197,0.2816,0.3948,1.014948133
293,22500,27000,0.1963,0.1208,0.3003,0.3826,1.0212704
294,27000,27000,0.18170000000000003,0.1101,0.3284,0.37979999999999997,1.0271625
295,31500,27000,0.17329999999999998,0.1017,0.3667,0.3583,1.031143233
296,36000,27000,0.1576157615761576,0.0919091909190919,0.39023902390239024,0.36023602360236023,1.039957733
297,-31500,31500,0.4007,0.1612,0.0658,0.37229999999999996,0.782876303
298,-27000,31500,0.38046195380461956,0.16668333166683336,0.08049195080491953,0.3723627637236277,0.81230724
299,-22500,31500,0.3635363536353635,0.1572157215721572,0.1006100610061006,0.3786378637863786,0.843819907
300,-18000,31500,0.34313431343134315,0.1605160516051605,0.1054105410541054,0.3909390939093909,0.873337247
301,-13500,31500,0.31739999999999996,0.15410000000000001,0.1235,0.405,0.90306975
302,-9000,31500,0.3165,0.1423,0.133,0.4082,0.930315353
303,-4500,31500,0.2916,0.1398,0.1557,0.4129,0.95468099
304,0,31500,0.2732,0.1407,0.17079999999999998,0.4153,0.975842077
305,4500,31500,0.2526,0.1352,0.1887,0.4235,0.994280247
306,9000,31500,0.24067593240675936,0.12258774122587743,0.21377862213778623,0.42295770422957707,1.008369567
307,13500,31500,0.2305,0.11449999999999999,0.2353,0.41969999999999996,1.021183533
308,18000,31500,0.2069,0.105,0.2696,0.41850000000000004,1.030484333
309,22500,31500,0.199019901990199,0.10111011101110111,0.29202920292029205,0.40784078407840785,1.037751067
310,27000,31500,0.1773,0.0904,0.32270000000000004,0.4096,1.044555033
311,31500,31500,0.16760000000000003,0.0968,0.33520000000000005,0.4004,1.060890567
312,-27000,36000,0.375,0.1464,0.08220000000000001,0.39640000000000003,0.849810237
313,-22500,36000,0.3711,0.1409,0.08710000000000001,0.40090000000000003,0.87696511
314,-18000,36000,0.3342,0.1436,0.1067,0.4155,0.90395027
315,-13500,36000,0.3256,0.13720000000000002,0.1128,0.4244,0.93123266
316,-9000,36000,0.3066,0.12890000000000001,0.1303,0.43420000000000003,0.955952597
317,-4500,36000,0.29317068293170684,0.1232876712328767,0.14658534146585342,0.43695630436956306,0.977315143
318,0,36000,0.2734,0.1213,0.1618,0.4435,0.99566229
319,4500,36000,0.25739999999999996,0.1161,0.17859999999999998,0.44789999999999996,1.012590933
320,9000,36000,0.24309999999999998,0.10550000000000001,0.2034,0.44799999999999995,1.0256493
321,13500,36000,0.22829999999999998,0.10769999999999999,0.22190000000000001,0.4421,1.036606967
