ID,x,y,Ag,Au,Pd,Pt,Rh,Resistance
259,36000,18000,0.1135113511351135,0.3717371737173717,0.35493549354935494,0.0956095609560956,0.0642064206420642,0.70427277
260,40500,18000,0.09809019098090191,0.39066093390660933,0.3645635436456354,0.0892910708929107,0.057394260573942604,0.6879055366666667
261,-40500,22500,0.4499449944994499,0.0991099109910991,0.09130913091309131,0.17421742174217422,0.18541854185418538,0.96490764
262,-36000,22500,0.43079999999999996,0.10949999999999999,0.1091,0.17379999999999998,0.17679999999999998,0.9599354266666666
263,-31500,22500,0.3978602139786021,0.11988801119888011,0.12218778122187782,0.178982101789821,0.1810818918108189,0.95512782
264,-27000,22500,0.3739,0.1361,0.1405,0.1813,0.16820000000000002,0.9486202233333334
265,-22500,22500,0.3532,0.1435,0.1555,0.18309999999999998,0.16469999999999999,0.9412590866666668
266,-18000,22500,0.33566643335666435,0.15868413158684133,0.1680831916808319,0.17908209179082094,0.15848415158484153,0.9317705233333334
267,-13500,22500,0.3056,0.1748,0.1902,0.18109999999999998,0.1483,0.9197904033333334
268,-9000,22500,0.2812,0.195,0.2047,0.17620000000000002,0.1429,0.90648734
269,-4500,22500,0.2572,0.2157,0.2254,0.17,0.1317,0.8909362866666667
270,0,22500,0.2358,0.23190000000000005,0.24000000000000005,0.1638,0.1285,0.8736476133333333
271,4500,22500,0.2131786821317868,0.24917508249175083,0.2605739426057394,0.1594840515948405,0.1175882411758824,0.8541573066666667
272,9000,22500,0.1984198419841984,0.2687268726872687,0.2797279727972797,0.15141514151415142,0.1017101710171017,0.8335260366666667
273,13500,22500,0.17168283171682833,0.280971902809719,0.2998700129987001,0.1454854514548545,0.10198980101989799,0.8120635666666666
274,18000,22500,0.1528847115288471,0.29867013298670136,0.31566843315668436,0.14238576142385764,0.0903909609039096,0.7902274966666667
275,22500,22500,0.1458,0.3187,0.3256,0.1335,0.0764,0.7684691366666667
276,27000,22500,0.131,0.33270000000000005,0.33509999999999995,0.1294,0.0718,0.7471215566666667
277,31500,22500,0.12361236123612361,0.3493349334933494,0.33963396339633967,0.11661166116611663,0.0708070807080708,0.7263782466666666
278,36000,22500,0.1054,0.36210000000000003,0.3675,0.10310000000000001,0.061900000000000004,0.7073333633333333
279,40500,22500,0.10249999999999998,0.37129999999999996,0.37129999999999996,0.09839999999999999,0.056499999999999995,0.70968583
280,-36000,27000,0.43094309430943095,0.1032103210321032,0.1119111911191119,0.19511951195119512,0.15881588158815882,0.9621626766666668
281,-31500,27000,0.3977,0.11279999999999998,0.13219999999999998,0.19169999999999998,0.16559999999999997,0.9562810366666666
282,-27000,27000,0.3806999999999999,0.12489999999999998,0.14429999999999998,0.19449999999999998,0.1556,0.9492523366666668
283,-22500,27000,0.3543,0.14279999999999998,0.1686,0.1875,0.14679999999999999,0.9406165
284,-18000,27000,0.3263326332633264,0.15951595159515952,0.18241824182418243,0.19031903190319033,0.14141414141414144,0.9305000166666668
285,-13500,27000,0.30403040304030404,0.16681668166816682,0.199019901990199,0.19111911191119113,0.13901390139013903,0.9182813166666668
286,-9000,27000,0.2877287728772877,0.1857185718571857,0.2186218621862186,0.1853185318531853,0.12261226122612259,0.90453694
287,-4500,27000,0.25982598259825984,0.20612061206120613,0.23072307230723074,0.18301830183018303,0.12031203120312031,0.88876262
288,0,27000,0.2313768623137686,0.22187781221877811,0.25277472252774724,0.17868213178682132,0.1152884711528847,0.87113366
289,4500,27000,0.21609999999999996,0.23699999999999996,0.26209999999999994,0.1762,0.10859999999999997,0.8520448666666667
290,9000,27000,0.20250000000000004,0.24600000000000005,0.29030000000000006,0.1652,0.09600000000000002,0.83165593
291,13500,27000,0.18539999999999998,0.2672,0.3005,0.1588,0.08810000000000001,0.81083598
292,18000,27000,0.16301630163016304,0.2836283628362836,0.3183318331833183,0.15231523152315232,0.08270827082708271,0.7896913733333334
293,22500,27000,0.15249999999999997,0.29889999999999994,0.33319999999999994,0.14009999999999997,0.07529999999999999,0.7687912633333334
294,27000,27000,0.1345,0.3117000000000001,0.34540000000000004,0.1282,0.08020000000000001,0.7490248566666666
295,31500,27000,0.12048795120487951,0.333966603339666,0.3574642535746425,0.12398760123987601,0.06409359064093591,0.7304523199999999
296,36000,27000,0.1126887311268873,0.3424657534246575,0.37346265373462656,0.1165883411658834,0.05479452054794521,0.7167987333333333
297,-31500,31500,0.4067,0.1124,0.1387,0.2003,0.1419,0.9616398433333334
298,-27000,31500,0.3837,0.12029999999999999,0.1505,0.2047,0.1408,0.9512213333333333
299,-22500,31500,0.3582358235823583,0.13401340134013404,0.16511651165116514,0.2065206520652065,0.13611361136113612,0.9420199866666666
300,-18000,31500,0.33426657334266574,0.1450854914508549,0.1872812718728127,0.20277972202779723,0.13058694130586943,0.9309376133333332
301,-13500,31500,0.3027697230276972,0.16528347165283472,0.200979902009799,0.2047795220477952,0.1261873812618738,0.9182540533333332
302,-9000,31500,0.29,0.1775,0.22149999999999997,0.196,0.115,0.9040057233333332
303,-4500,31500,0.2609,0.19210000000000002,0.2352,0.1942,0.1176,0.8881261666666667
304,0,31500,0.2451,0.215,0.2539,0.19269999999999998,0.0933,0.8705021666666667
305,4500,31500,0.21230000000000004,0.22450000000000003,0.27760000000000007,0.18570000000000003,0.09990000000000002,0.8515651500000001
306,9000,31500,0.20229999999999998,0.23609999999999995,0.29429999999999995,0.18079999999999996,0.0865,0.8318416066666666
307,13500,31500,0.1746,0.2555,0.32,0.16440000000000002,0.0855,0.81133467
308,18000,31500,0.15981598159815982,0.27512751275127517,0.32993299329932996,0.15961596159615962,0.07550755075507551,0.7908664833333333
309,22500,31500,0.1432856714328567,0.29117088291170884,0.3425657434256574,0.1482851714828517,0.0746925307469253,0.7713155333333332
310,27000,31500,0.1318131813181318,0.2983298329832983,0.3613361336133613,0.1454145414541454,0.0631063106310631,0.7530421266666667
311,31500,31500,0.1268873112688731,0.3121687831216878,0.36926307369263073,0.1308869113088691,0.0607939206079392,0.75863696
312,-27000,36000,0.3751,0.11789999999999999,0.1548,0.21989999999999998,0.1323,0.9571308233333332
313,-22500,36000,0.355,0.1226,0.175,0.2195,0.12789999999999999,0.9454269633333332
314,-18000,36000,0.3287,0.1418,0.18789999999999998,0.2202,0.12140000000000001,0.9335268633333332
315,-13500,36000,0.30110000000000003,0.15930000000000002,0.2081,0.21300000000000005,0.11850000000000001,0.92018085
316,-9000,36000,0.2862,0.16620000000000001,0.2259,0.2087,0.113,0.9054299733333332
317,-4500,36000,0.2637,0.17859999999999998,0.24819999999999998,0.20469999999999997,0.10479999999999999,0.8888544599999999
318,0,36000,0.24989999999999998,0.1886,0.2748,0.1929,0.09380000000000001,0.8712435633333333
319,4500,36000,0.21707829217078292,0.20887911208879112,0.2863713628637136,0.1912808719128087,0.0963903609639036,0.85233892
320,9000,36000,0.19501950195019502,0.22382238223822382,0.3063306330633063,0.19001900190019003,0.08480848084808482,0.8326760966666666
321,13500,36000,0.1834,0.2351,0.3184,0.1808,0.0823,0.8128769033333333
322,18000,36000,0.17099999999999999,0.25339999999999996,0.3352,0.16999999999999998,0.07039999999999999,0.7936049766666666
323,22500,36000,0.14958504149585042,0.2685731426857314,0.35096490350964904,0.1628837116288371,0.067993200679932,0.7758832166666667
324,27000,36000,0.13588641135886412,0.28487151284871515,0.37106289371062895,0.15348465153484653,0.05469453054694531,0.7644373466666666
325,-22500,40500,0.3541,0.12320000000000002,0.17530000000000004,0.22750000000000004,0.11990000000000002,0.9545673533333332
326,-18000,40500,0.33030000000000004,0.1358,0.1954,0.2227,0.1158,0.93888817
327,-13500,40500,0.30579999999999996,0.14539999999999997,0.21749999999999997,0.22209999999999996,0.10919999999999998,0.9240862833333332
328,-9000,40500,0.2791,0.16030000000000003,0.23290000000000002,0.22080000000000002,0.10690000000000001,0.9085794233333334
329,-4500,40500,0.2541,0.1705,0.2564,0.2184,0.10060000000000001,0.89166911
330,0,40500,0.2334,0.18280000000000002,0.28300000000000003,0.20879999999999999,0.092,0.87354105
331,4500,40500,0.2165,0.2003,0.2956,0.2011,0.08650000000000001,0.8546659233333334
332,9000,40500,0.19868013198680134,0.21377862213778623,0.31266873312668736,0.19968003199680032,0.0751924807519248,0.8356014966666667
333,13500,40500,0.17741774177417738,0.22292229222922288,0.33283328332833284,0.194019401940194,0.0728072807280728,0.8170769633333334
334,18000,40500,0.16391639163916394,0.24112411241124113,0.34673467346734677,0.18221822182218222,0.066006600660066,0.8001865133333333
335,22500,40500,0.1493,0.25049999999999994,0.36629999999999996,0.16999999999999998,0.06389999999999998,0.7920044133333334
336,-13500,45000,0.31060000000000004,0.13560000000000003,0.2204,0.23850000000000005,0.09490000000000001,0.9372809666666666
337,-9000,45000,0.27699999999999997,0.1481,0.2412,0.23309999999999997,0.10060000000000001,0.9172871366666668
338,-4500,45000,0.2596,0.1585,0.263,0.2249,0.094,0.8984227033333333
339,0,45000,0.23727627237276272,0.1770822917708229,0.27507249275072493,0.2278772122787721,0.0826917308269173,0.8801022533333334
340,4500,45000,0.21347865213478653,0.1887811218878112,0.30026997300269975,0.21977802219778023,0.0776922307769223,0.8620406466666667
341,9000,45000,0.1889,0.1968,0.31980000000000003,0.2116,0.08289999999999999,0.8455473333333334
342,13500,45000,0.175,0.2108,0.3442,0.1977,0.0723,0.8389156133333333
