ID,x,y,Au,Pd,Pt,Rh,Resistance
275,22500,22500,0.3194,0.3923,0.18489999999999998,0.10339999999999999,0.8190418166666666
276,27000,22500,0.33840000000000003,0.4035,0.1674,0.0907,0.8007907
277,31500,22500,0.3431,0.4142,0.1548,0.08789999999999999,0.7839025433333333
278,36000,22500,0.3536,0.43370000000000003,0.13670000000000002,0.07600000000000001,0.7667397133333334
279,40500,22500,0.3638,0.44079999999999997,0.1297,0.06570000000000001,0.7678199333333333
280,-36000,27000,0.14588541145885411,0.2057794220577942,0.3524647535246475,0.2958704129587041,0.97335064
281,-31500,27000,0.16031603160316032,0.21242124212421237,0.3479347934793479,0.2793279327932793,0.9624672833333332
282,-27000,27000,0.1697,0.23329999999999998,0.3309,0.2661,0.9542188833333332
283,-22500,27000,0.18250000000000002,0.24660000000000004,0.3254,0.24550000000000005,0.94481861
284,-18000,27000,0.1898,0.2676,0.312,0.2306,0.93529018
285,-13500,27000,0.20332033203320332,0.2828282828282829,0.30053005300530056,0.2133213321332133,0.92654588
286,-9000,27000,0.2119,0.29969999999999997,0.2937,0.19469999999999998,0.9162546766666666
287,-4500,27000,0.23192319231923195,0.31453145314531455,0.2777277727772777,0.1758175817581758,0.9034707366666668
288,0,27000,0.2409,0.3333,0.2614,0.16440000000000002,0.8887496166666666
289,4500,27000,0.2571,0.3546,0.25120000000000003,0.1371,0.8737161966666667
290,9000,27000,0.27140000000000003,0.3693000000000001,0.22940000000000005,0.12990000000000002,0.8571762266666667
291,13500,27000,0.2827282728272827,0.3678367836783678,0.22292229222922288,0.1265126512651265,0.8411497133333333
292,18000,27000,0.28890000000000005,0.39620000000000005,0.21050000000000005,0.1044,0.8231645366666667
293,22500,27000,0.3041,0.405,0.1883,0.1026,0.80578624
294,27000,27000,0.3146,0.4192,0.17980000000000002,0.0864,0.7895020866666667
295,31500,27000,0.32689999999999997,0.4322,0.1677,0.0732,0.77536039
296,36000,27000,0.3393660633936606,0.43575642435756423,0.1553844615538446,0.0694930506949305,0.7638946333333333
297,-31500,31500,0.1572157215721572,0.2225222522252225,0.364036403640364,0.25622562256225623,0.9587080166666666
298,-27000,31500,0.1578842115788421,0.24387561243875616,0.3488651134886512,0.24937506249375066,0.9447811433333332
299,-22500,31500,0.174,0.26039999999999996,0.34049999999999997,0.22510000000000002,0.9338241966666666
300,-18000,31500,0.18460000000000001,0.27390000000000003,0.33490000000000003,0.2066,0.9230244733333334
301,-13500,31500,0.19041904190419043,0.3033303330333033,0.32103210321032105,0.18521852185218524,0.9120261733333332
302,-9000,31500,0.2028,0.31379999999999997,0.3091,0.1743,0.9012303733333332
303,-4500,31500,0.22282228222822284,0.324032403240324,0.2893289328932893,0.1638163816381638,0.8877393133333332
304,0,31500,0.22640000000000002,0.34130000000000005,0.2782,0.15410000000000001,0.8730410666666667
305,4500,31500,0.2433,0.36329999999999996,0.2658,0.1276,0.8583106933333333
306,9000,31500,0.24960000000000002,0.3771,0.2501,0.1232,0.8424784133333333
307,13500,31500,0.2693,0.3917,0.23399999999999999,0.105,0.8266934433333333
308,18000,31500,0.28049999999999997,0.4028999999999999,0.2196,0.09699999999999998,0.81007887
