x,y,R,I,V
-22500,-40500,0.8771656066666667,0.049998214666666665,0.043856714666666664
-18000,-40500,0.8770689533333333,0.04999821233333333,0.043851879999999996
-13500,-40500,0.8835303299999999,0.049998212,0.044174938000000004
-9000,-40500,0.89382951,0.04999821066666667,0.04468987566666667
-4500,-40500,0.9016158266666667,0.04999822533333333,0.045079190000000005
0,-40500,0.9112727866666667,0.04999820133333333,0.04556200033333333
4500,-40500,0.92105595,0.04999822066666667,0.046051159
9000,-40500,0.9309390966666666,0.04999821233333333,0.04654528933333334
13500,-40500,0.9401137233333333,0.049998199666666666,0.047003994333333333
18000,-40500,0.9516266333333333,0.049998195333333335,0.047579614
22500,-40500,0.9770711133333333,0.04999819566666666,0.04885179233333334
-27000,-36000,0.87009119,0.049998224,0.043503014
-22500,-36000,0.8716639399999999,0.04999822233333333,0.04358164766666666
-18000,-36000,0.87792152,0.04999822266666667,0.043894515333333335
-13500,-36000,0.8863335966666667,0.04999821633333333,0.04431509866666667
-9000,-36000,0.89334278,0.049998209,0.044665538666666664
-4500,-36000,0.9003572299999999,0.04999821233333333,0.045016251
0,-36000,0.90782252,0.049998202000000005,0.045389494
4500,-36000,0.9158293466666667,0.049998208333333335,0.04578982733333334
9000,-36000,0.9235461266666667,0.049998196,0.04617563966666667
13500,-36000,0.9333581599999999,0.04999820033333333,0.046666228
18000,-36000,0.9416745733333334,0.04999818333333333,0.04708201733333333
22500,-36000,0.9491556933333333,0.049998193333333336,0.047456070333333336
27000,-36000,0.9714457966666666,0.049998183,0.048570524
-31500,-31500,0.8747746466666667,0.04999820333333334,0.043737161000000004
-27000,-31500,0.8734099933333332,0.04999821,0.04366893633333333
-22500,-31500,0.8782509566666667,0.04999820766666666,0.04391097533333333
-18000,-31500,0.8833122133333333,0.049998220999999995,0.044164039333333335
-13500,-31500,0.8887616833333334,0.049998207,0.044436489333333336
-9000,-31500,0.8945091433333334,0.049998208333333335,0.044723854333333334
-4500,-31500,0.9002952233333333,0.049998216,0.045013156
0,-31500,0.9064145166666666,0.04999820566666667,0.045319099
4500,-31500,0.9135293299999999,0.04999820466666667,0.045674825333333335
9000,-31500,0.92068081,0.04999820466666667,0.046032387
13500,-31500,0.9292040233333334,0.049998197,0.04645852566666667
18000,-31500,0.9363498433333334,0.04999819666666667,0.04681580266666666
22500,-31500,0.9415278766666667,0.04999818066666666,0.047074681
27000,-31500,0.9504344833333334,0.049998187666666666,0.047520002666666665
31500,-31500,0.9644498433333334,0.049998169333333335,0.04822072533333333
-36000,-27000,0.8686839533333334,0.049998209333333335,0.04343264266666667
-31500,-27000,0.8746296066666666,0.049998202000000005,0.04372990833333333
-27000,-27000,0.88015926,0.04999819466666667,0.044006374333333334
-22500,-27000,0.88369681,0.04999820966666667,0.044183258333333336
-18000,-27000,0.8868322166666667,0.049998201666666665,0.044340014999999997
-13500,-27000,0.8911337833333334,0.0499982,0.044555083999999995
-9000,-27000,0.89636239,0.049998195,0.04481650266666667
